Filename,FileURL,InstaURL,Date,Caption,Title,Geocoded,Latitude,Longitude
66623024_499045017547309_4159498190127884278_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66623024_499045017547309_4159498190127884278_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=YmB3JwNe5KcAX-Ij1sT&oh=cf4f9f7c0dc960c36a96d97613d19f1d&oe=5EA291FD,instagram.com/p/B1KTGz0JIWj,2019-08-14 22:19:30,"Clarence R. O’Crowley Schoolhouse, Coventry. Built in ????. (If you know, please let me know in the comments!) Located on the grounds of the Nathan Hale Homestead, this schoolhouse is named for a former educator at the museum who died in 2013. The museum uses the building in their Colonial Camp program. Here’s a description of what they do there, from the website of Connecticut Landmarks: “Students experience 18th-century school life in our one room schoolhouse. They will participate in 18th-century lesson plans including figuring arithmetic on slate boards. Students will learn how strict an 18th-century classroom could be but will also have the opportunity to enjoy recess using 18th-century  toys such as graces, Jacob’s ladder and wooden hoops.” #coventry #coventryct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",Clarence R,,,
61756874_481802005913739_3740094496533822554_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/61756874_481802005913739_3740094496533822554_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=IxyhA0725ukAX_QRujZ&oh=7736b47b48431b69eb227f69f7ded317&oe=5E9B80A1,instagram.com/p/ByPqLj3ph4V,2019-06-03 10:43:08,"Update: The (replica) School for Colored Children, Colchester. I posted about the first replica of this school on this site on October 6, 2015; I posted an update featuring this newer (and more realistic) replica on April 17, 2017. Now that it’s been finished for quite a while, I thought I should put up one last update to show its final coat of paint. #ct #Connecticut #colchester #colchesterct #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Update: The (replica) School for Colored Children, Colchester",,,
57488167_808623949533265_7314427666527509961_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/57488167_808623949533265_7314427666527509961_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=X69HYVjyvHoAX-o7un5&oh=8cdeff4273014faa12941b57382e5544&oe=5EA4F3DF,instagram.com/p/Bw1YlxOhzbA,2019-04-29 09:17:47,"Union District School, South Windsor. Built c. 1905, with additional changes made to the building between 1911 and 1920. This is what you get when several smaller district schools are consolidated. In South Windsor, that happened in 1901. After Districts 1 - 4 were merged into the Union District, the town purchased land on Main Street for this school building. Today it’s the home of the South Windsor Historical Society. #southwindsorct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Union District School, South Windsor",,,
56549569_333932594141465_5387662159197575920_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/56549569_333932594141465_5387662159197575920_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=nVsrv5SSsNkAX9f4kuD&oh=9712314d0637609ce611f717b386b14c&oe=5EA10985,instagram.com/p/BwRYglNhY2t,2019-04-15 09:44:25,"Miry Brook School, Danbury. I couldn’t find when this one was built, but from the style I’d guess mid-late 1800s. Students at Danbury Normal School (a normal school was a training school for teachers) taught here as part of their program beginning in the early 20th century. Miry Brook was considered a model rural/country school. #danbury #danburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse
.
.
.
I don’t usually post historic photos, but this one looks so different now, with the changes that have been made to the building, that I thought I’d provide a link to some images of it in its cuter days:
http://archives.library.wcsu.edu/omeka/items/show/3033","Miry Brook School, Danbury",,,
56563290_314920899190793_5598569899885363806_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/56563290_314920899190793_5598569899885363806_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=MYcd4dso7SMAX-prt1F&oh=a4583fd77d6b10e7a818a7c9ed57b429&oe=5E9B0525,instagram.com/p/Bv_XH5qBV4u,2019-04-08 09:45:59,"Great Plain Schoolhouse, Danbury. Built in 1856. Thanks to @vdheckler for letting me know about this one! #danbury #danburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Great Plain Schoolhouse, Danbury",,,
53100571_158063138528351_4450589351162611251_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/53100571_158063138528351_4450589351162611251_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=aKk8mbbzlE8AX9PqcKi&oh=9a156a425365257f50ac3b07634e9a86&oe=5E9EE83E,instagram.com/p/BvbaKxzhzhH,2019-03-25 10:39:56,"Town School, Norwich. Built in 1895. It currently houses the administrative offices of the Norwich public school system. I’m never sure whether to post these larger ones. They’re nothing like the cute little one-room schoolhouses I usually focus on. So sometimes, I see them and drive by without taking a picture. But other times, I feel like I need to include them, because they just don’t build schools like this anymore. Can you even imagine going to class in this building? #norwichct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Town School, Norwich",,,
52906946_410776249732358_473550964403002357_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/52906946_410776249732358_473550964403002357_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=sd6aDBsDQ9QAX9r3DbM&oh=ae4b7ea2dd592ec56971d68b3aa378f7&oe=5EA746A2,instagram.com/p/BvJSU9lAxe-,2019-03-18 09:45:05,"Barber Hill School, East Windsor. Built in 1861. Another schoolhouse-in-progress! This one is currently being restored by the East Windsor Historical Society, using as much salvaged material from the original school as possible. Originally located on Griffin Road, the schoolhouse is now at the Historical Society’s Scantic Road campus, surrounded by other historic buildings (including the cutest probate court ever.) If you scroll back to December 2016, you’ll find my post about the East Windsor Academy, another former school at this location. #eastwindsor #eastwindsorct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Barber Hill School, East Windsor",,,
54196541_1793626780742285_294277949456096783_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/54196541_1793626780742285_294277949456096783_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=yZAyoQ3fmGEAX-PrGM2&oh=557a993f60395460f9fcc71383d09f80&oe=5EA2645C,instagram.com/p/Bu36Xk6ggT1,2019-03-11 15:48:38,"Workmen’s Circle Building, New London. Built in 1929. This is, obviously, a church today. It’s been home to various churches since about 1940. But originally, it was the community building and school of Branch 109 of the Workmen’s Circle (Arbiter Ring), a Jewish cultural organization founded in 1892. (The New London branch was started in 1907.) Their first school was located on Tilley Street, but they soon moved to this building, on Jefferson Avenue. Founded by Jewish immigrants to America, the Workmen’s Circle focused on education and the fight for worker’s rights. In its schools, which children attended after regular public school classes, kids 8 and older were taught to speak and read Yiddish. They would also perform Yiddish-language plays. Today, the group fights for social justice. #nlct #newlondonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #jewishhistory","Workmen’s Circle Building, New London",,,
49489176_739918853057248_3999104876511031333_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/49489176_739918853057248_3999104876511031333_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=pU5FjMOe2voAX-03ofI&oh=1f7d923534c49f8c1d6163869950b8e9&oe=5E9EA334,instagram.com/p/BtL4OALA8gU,2019-01-28 16:51:52,"Original site of Union School, aka the Nathan Hale Schoolhouse, New London. Union School (built 1773) was one of my first posts on this account (April 19, 2015 if you want to scroll allll the way back!) It was moved six times within New London before coming to rest at its current spot on the Parade Plaza. Recently I noticed this plaque on the side of the Crocker House building, at the corner of State Street and Union Street. Swipe to see a bit of the building today. #newlondonct #readtheplaques #cthistory #ct #Connecticut #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Original site of Union School, aka the Nathan Hale Schoolhouse, New London",,,
49314476_2570521936323210_1314155182550783877_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/49314476_2570521936323210_1314155182550783877_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=LYcCQvpSR5wAX8F_TlA&oh=aabbdbe68cb45f69a5abd09ae2704b6d&oe=5EA5B8EE,instagram.com/p/BsxmOZ7Aj3G,2019-01-18 11:54:23,"Hi🙋🏼‍♀️ This is a repeat, the Little Boston School in East Lyme. I first posted it in June 2015, and it looked a little different back then. See it now on my new IG account @thesizeofct. (And, shameless plug alert, follow that account if you’d like to see more CT pics!) I haven’t had much time to go out and take pics, but I’ll be back to posting more schoolhouses here soon!","Hi🙋🏼‍♀️ This is a repeat, the Little Boston School in East Lyme",,,
46565129_1167303343428552_1108638679052345703_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/46565129_1167303343428552_1108638679052345703_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=4eIGpr39Ev8AX8WSl5L&oh=95d30c10037e79a65eae1e3438f4c9ce&oe=5EA5C2AB,instagram.com/p/BrqTo4Tg3jM,2018-12-21 19:25:54,"The pics you liked most in 2018 are surprisingly not very traditional examples of historic schoolhouses. They’re almost all two-room or larger schools, and/or schools turned homes or businesses. Very interesting! We’ll see what I come across next year.
#topnine2018 #bestnine2018 #ct #connecticut #newengland #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",The pics you liked most in 2018 are surprisingly not very traditional examples of historic schoolhouses,,,
46702158_519293145254312_7043670906824172004_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/46702158_519293145254312_7043670906824172004_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mQp1pxI_jGEAX8bWfZ9&oh=1d6ff94607b9c4eb4ae45f235e5945af&oe=5EA023BC,instagram.com/p/Bq7UORcgLKP,2018-12-03 13:26:42,"Former Schoolhouse, Washington. Built c. 1850. It is, or was until recently, a private home; it appeared in the Wall Street Journal in November 2017, with photos showing the ($$$) renovated interior and additions. According to Zillow, it sold in June 2018. And now, it’s clearly getting some kind of makeover. You can’t tell from this angle, but it’s been completely gutted and there’s construction equipment parked all around. The additions seemed to me to be gone. I just hope it’s nicely restored (whatever form it takes) and that someday soon I’ll be able to take a better picture of it! If you know more about this schoolhouse - like what its name was - leave a comment! #washingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Former Schoolhouse, Washington",,,
45451044_2154276098168296_2900629596741993718_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/45451044_2154276098168296_2900629596741993718_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=zUP7exzbXUkAX9J_WjP&oh=59901a50f2742419cb291ce66436e899&oe=5E9C2AD6,instagram.com/p/BqpBXs-gubO,2018-11-26 10:55:38,"Kent Hollow School, Kent. Built in 1853. I tried searching for an address for this one years ago, but every reference I found just sort of assumed readers were very local and knew exactly where it was. (Typical CT.) But recently @unlockingconnecticut posted it on their IG, and when I asked where it was, they replied Kent Hollow Road: one of the handful of streets I’d written down on my list of potential locations. The next time I went to NWCT I found it easily. Thanks @unlockingconnecticut!

#kentct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Kent Hollow School, Kent",,,
44787193_324589311460855_475658987189631000_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/44787193_324589311460855_475658987189631000_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=EdMuKST_QjEAX-v1xUr&oh=347eb5fdc4d8d4e13f32965e9582d65b&oe=5EA48BD2,instagram.com/p/BqXPkP7gGV_,2018-11-19 13:13:21,"Good Hill Schoolhouse, Roxbury. Built c. 1849. (1849 is the first time it appears in town records, though it is believed to have been built before that.) It sits on the Widmark Preserve and is managed by the Roxbury Land Trust, which hosts an open house at the school once a year. #roxburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #ignewengland #igersnewengland #ctlove","Good Hill Schoolhouse, Roxbury",,,
43779525_319282962192799_2057908740011960780_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/43779525_319282962192799_2057908740011960780_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=1TlXpeCFa3kAX8cGEya&oh=5d49e05e8750e747de6f331119463cc3&oe=5EA1E1F1,instagram.com/p/Bo9ASOCBeAa,2018-10-15 12:08:10,"Academy Building, Thompson. Built c. 1850. Well, probably; that is the date provided on the Thompson Hill Historic District’s nomination form to the National Register of Historic Places. But DMB Design, whose art gallery and design studio currently occupies the building, says it was built in 1796. From one document about early Thompson schools, which did not help me with the date question, I learned that “No girl was thought to have thoroughly learned the alphabet until she had acquired the art of affixing each separate letter perfectly upon an elaborate sampler.” Better than kickball, I guess. #thompsonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Academy Building, Thompson",,,
42526936_569647970158563_6692325384944666303_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/42526936_569647970158563_6692325384944666303_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=pHpIwzWbQCUAX9irkfU&oh=eb2749a696abfa31df9c906c6596ad56&oe=5EA213EA,instagram.com/p/Boq_1fpBBMw,2018-10-08 12:17:55,"North District School, Farmington. Built c. 1798 or c. 1830. (The documents I found contain both dates.🤷🏼‍♀️) It originally stood elsewhere in town and was moved here in 1956. It’s now a dentist office in the Brick Walk Shops (and one of a number of historic structures hiding in this small shopping center) and it’s had many uses since its schoolhouse days, including a stint as a liquor store. Thanks @vdheckler for tipping me off about this one, which I’d driven past dozens of times but never really noticed. #farmington #farmingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","North District School, Farmington",,,
42310576_1718136961642882_7135893613981344016_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/42310576_1718136961642882_7135893613981344016_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=56-zkTDmYmwAX9kwwx8&oh=cdcfc9327f252b925753ed70eaf88841&oe=5EA6E88E,instagram.com/p/BoZVZJNhNeS,2018-10-01 15:39:57,"Goffee Street School, New Haven. Built in 1864. Originally built as a school for African American children, it was closed 10 years later when Connecticut ended segregated education. Today it’s a Masonic Hall and a stop on the Connecticut Freedom Trail. There’s more at http://www.ctfreedomtrail.org/trail/concept-of-freedom/sites/#!/goffe-street-school
#nhv #newhaven #newhavenct #ctfreedomtrail #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Goffee Street School, New Haven",,,
39326309_652527208465980_6473832108320956859_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/39326309_652527208465980_6473832108320956859_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=vo7wgVl0o50AX9ccoAY&oh=eea8c608fb79f7bd19707ceda632300f&oe=5E9B1467,instagram.com/p/Bm-7f7Vh0SF,2018-08-27 13:02:03,"Former Woodmont schoolhouse, Milford. Built in 1960. (Sorry for the poor quality pic; I took this years ago before I had any idea this building had once been a schoolhouse!) This two-room school was built as a portable classroom. It was moved to its current location on Clinton Street in 1976. The building was then used as the Woodmont Borough Hall until the borough’s government moved into a former firehouse. The old school, now zoned as a single-family home, was put up for auction in 2016. At the time, the Borough warden stated it had “no historic value.” Sad trombone. #woodmontct #milfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #tworoomschoolhouse #schoolhouse","Former Woodmont schoolhouse, Milford",,,
37831139_962016797337304_6965212970037018624_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/37831139_962016797337304_6965212970037018624_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=1i9uOuLhLp8AX96EQQ9&oh=7059b23a870cd7be450d746fc59cfee2&oe=5EA766D1,instagram.com/p/BmRtjxXhgz0,2018-08-09 23:34:25,"Canton Center School, Canton. Built in 1849. It’s now a private home but because they have a sign outside commemorating its history, I’m thinking they’re not too mad when people stop to take pictures. #cantonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse","Canton Center School, Canton",,,
32897041_248521169216307_4528484109537771520_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/32897041_248521169216307_4528484109537771520_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=nJXbtoJjxxQAX9sWAJo&oh=5e9530684a636dbd20ea271fc3b99377&oe=5EA62B5B,instagram.com/p/BjmXnFDBV7W,2018-06-04 10:32:30,"South Britain Academy, Southbury. Built in 1835. Later converted into a private home, this building housed the Academy until it closed in around 1860. #southbury #southburyct #southbritain #southbritainct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","South Britain Academy, Southbury",,,
31384575_438368596628177_2459711672881774592_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/31384575_438368596628177_2459711672881774592_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=PZUvbcgxXA0AX-eY-pG&oh=b00c423bf01cbef3b9ed39e2c91aea6b&oe=5EA38263,instagram.com/p/BifAHevhb1s,2018-05-07 17:21:07,"North West Center School, Guilford. Built in 1848. This schoolhouse is now a private home and it’s right across the street from Guilford’s octagon house. I posted a picture of that house last spring; when I took it I must have been standing right in front of this house, without even realizing it was an old schoolhouse. 🤦🏼‍♀️ #guilford #guilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","North West Center School, Guilford",,,
